"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.experiment_url","Answer.surveycode","Approve","Reject"
"3MNJFORX9FWLOL99UPIQ4ND6CBS5FN","3U5YKSQWQIXS3L9XB2HIM1BAJJ1BL2","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~20 minute experiment!","psychology, cognition","$2.50","Mon Jul 19 11:35:00 PDT 2021","1","BatchId:4507796;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 26 11:35:00 PDT 2021","","","3I3WADAZ9VWHGIKVJU6IF1I70N0O53","AI5RMOS8R652G","Submitted","Mon Jul 19 11:44:45 PDT 2021","Mon Jul 19 12:27:09 PDT 2021","Thu Jul 22 12:27:09 PDT 2021","","","","2544","100% (1/1)","0% (0/0)","0% (0/0)","http://54.173.234.186/DepthDuration/depth_discrimination_MTurk/DepthDiscrim_HTML.html#1","866092"
"3T6EIBTMAPGNY04IE5NFYXI179GAAL","3U5YKSQWQIXS3L9XB2HIM1BAJJ1BL2","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~20 minute experiment!","psychology, cognition","$2.50","Mon Jul 19 11:35:00 PDT 2021","1","BatchId:4507796;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 26 11:35:00 PDT 2021","","","3IJXV6UZ12BWPJ7QI66GY5RHGWWRIV","A2L3X4ZZ0J2DZ2","Submitted","Mon Jul 19 12:40:45 PDT 2021","Mon Jul 19 13:04:41 PDT 2021","Thu Jul 22 13:04:41 PDT 2021","","","","1436","0% (0/0)","0% (0/0)","0% (0/0)","http://54.173.234.186/DepthDuration/depth_discrimination_MTurk/DepthDiscrim_HTML.html#1","858796"
"3HEADTGN3TKZP5TXRB0XPALOSN4VRE","3U5YKSQWQIXS3L9XB2HIM1BAJJ1BL2","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~20 minute experiment!","psychology, cognition","$2.50","Mon Jul 19 11:35:00 PDT 2021","1","BatchId:4507796;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 26 11:35:00 PDT 2021","","","3F6HPJW4JISXMUAASXVUYOSHJFV2WF","ADP4KXZZ72DP","Submitted","Mon Jul 19 14:17:10 PDT 2021","Mon Jul 19 14:59:04 PDT 2021","Thu Jul 22 14:59:04 PDT 2021","","","","2514","0% (0/0)","0% (0/0)","0% (0/0)","http://54.173.234.186/DepthDuration/depth_discrimination_MTurk/DepthDiscrim_HTML.html#1","764820"
"3Z8UJEJOD3599WVSDKU5FUTBVH6393","3U5YKSQWQIXS3L9XB2HIM1BAJJ1BL2","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~20 minute experiment!","psychology, cognition","$2.50","Mon Jul 19 11:35:01 PDT 2021","1","BatchId:4507796;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 26 11:35:01 PDT 2021","","","3NJM2BJS41YK035BD465I7T729HPCS","A1TARNH07A75CG","Submitted","Mon Jul 19 12:36:08 PDT 2021","Mon Jul 19 13:04:16 PDT 2021","Thu Jul 22 13:04:16 PDT 2021","","","","1688","0% (0/0)","0% (0/0)","0% (0/0)","http://54.173.234.186/DepthDuration/depth_discrimination_MTurk/DepthDiscrim_HTML.html#2","223452"
"3BAWBGQGZPRP7M9IIX2RKTUORBB7VS","3U5YKSQWQIXS3L9XB2HIM1BAJJ1BL2","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~20 minute experiment!","psychology, cognition","$2.50","Mon Jul 19 11:35:01 PDT 2021","1","BatchId:4507796;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 26 11:35:01 PDT 2021","","","3GU1KF0O4NT1QYD5Z4AA7NNPKOHPBL","A279H5BYP4LYX0","Submitted","Mon Jul 19 12:06:17 PDT 2021","Mon Jul 19 12:44:47 PDT 2021","Thu Jul 22 12:44:47 PDT 2021","","","","2310","0% (0/0)","0% (0/0)","0% (0/0)","http://54.173.234.186/DepthDuration/depth_discrimination_MTurk/DepthDiscrim_HTML.html#2","260059"
"3RHLQY6EEXW6UIRDPE4QBV4702HD4F","3U5YKSQWQIXS3L9XB2HIM1BAJJ1BL2","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~20 minute experiment!","psychology, cognition","$2.50","Mon Jul 19 11:35:01 PDT 2021","1","BatchId:4507796;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 26 11:35:01 PDT 2021","","","3SB5N7Y3O8WUTYHWY5NYTXDESTXG0M","AEOVYZ83Q3GX4","Submitted","Mon Jul 19 13:51:24 PDT 2021","Mon Jul 19 14:36:17 PDT 2021","Thu Jul 22 14:36:17 PDT 2021","","","","2693","0% (0/0)","0% (0/0)","0% (0/0)","http://54.173.234.186/DepthDuration/depth_discrimination_MTurk/DepthDiscrim_HTML.html#2","293248"
"3Z3R5YC0Q7FN9NKZVL0O73JKSEDTF1","3U5YKSQWQIXS3L9XB2HIM1BAJJ1BL2","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~20 minute experiment!","psychology, cognition","$2.50","Mon Jul 19 11:35:01 PDT 2021","1","BatchId:4507796;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 26 11:35:01 PDT 2021","","","3OE22WJIGNG1M9NQZ86UCI5NE5AUQY","A2UTDZAZV1DF0N","Submitted","Mon Jul 19 13:02:19 PDT 2021","Mon Jul 19 13:59:53 PDT 2021","Thu Jul 22 13:59:53 PDT 2021","","","","3454","100% (1/1)","100% (1/1)","100% (1/1)","http://54.173.234.186/DepthDuration/depth_discrimination_MTurk/DepthDiscrim_HTML.html#2","A2UTDZAZV1DF0N"
"36818Z1KW75NEF5X5Q85BP4V1ZO3AI","3U5YKSQWQIXS3L9XB2HIM1BAJJ1BL2","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~20 minute experiment!","psychology, cognition","$2.50","Mon Jul 19 11:35:01 PDT 2021","1","BatchId:4507796;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 26 11:35:01 PDT 2021","","","384PI804XXTXJ3QNT5HFIBWHG4RS0I","A38DHLB88V8DL8","Submitted","Mon Jul 19 12:39:44 PDT 2021","Mon Jul 19 13:07:08 PDT 2021","Thu Jul 22 13:07:08 PDT 2021","","","","1644","0% (0/0)","0% (0/0)","0% (0/0)","http://54.173.234.186/DepthDuration/depth_discrimination_MTurk/DepthDiscrim_HTML.html#3","741541"
"3TD33TP5EPUSHA9AKJNBT827PR1ABG","3U5YKSQWQIXS3L9XB2HIM1BAJJ1BL2","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~20 minute experiment!","psychology, cognition","$2.50","Mon Jul 19 11:35:01 PDT 2021","1","BatchId:4507796;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 26 11:35:01 PDT 2021","","","3I3WADAZ9VWHGIKVJU6IF1I70NZ5OJ","AMV3W6GM4PDZU","Submitted","Mon Jul 19 12:48:46 PDT 2021","Mon Jul 19 13:26:22 PDT 2021","Thu Jul 22 13:26:22 PDT 2021","","","","2256","0% (0/0)","0% (0/0)","0% (0/0)","http://54.173.234.186/DepthDuration/depth_discrimination_MTurk/DepthDiscrim_HTML.html#3","504179"
"3VMV5CHJ0C7TNNGU6566POJWTTDTG0","3U5YKSQWQIXS3L9XB2HIM1BAJJ1BL2","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~20 minute experiment!","psychology, cognition","$2.50","Mon Jul 19 11:35:01 PDT 2021","1","BatchId:4507796;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 26 11:35:01 PDT 2021","","","32AT8R96GQ1DZP23RCVZ7IKOWTVUSN","A34CPKFZXBX1PO","Submitted","Mon Jul 19 11:35:05 PDT 2021","Mon Jul 19 12:31:43 PDT 2021","Thu Jul 22 12:31:43 PDT 2021","","","","3398","0% (0/0)","0% (0/0)","0% (0/0)","http://54.173.234.186/DepthDuration/depth_discrimination_MTurk/DepthDiscrim_HTML.html#3","Ran out of time, will message code when complete. (Please don't reject yet)"
"3VGET1QS04R2MB9N877N6VD2YKD7W2","3U5YKSQWQIXS3L9XB2HIM1BAJJ1BL2","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~20 minute experiment!","psychology, cognition","$2.50","Mon Jul 19 11:35:01 PDT 2021","1","BatchId:4507796;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 26 11:35:01 PDT 2021","","","3QFUFYSY9375EM326M4INF3F8QL4FZ","A1SHLWKA0UH1IS","Submitted","Mon Jul 19 13:37:15 PDT 2021","Mon Jul 19 14:08:06 PDT 2021","Thu Jul 22 14:08:06 PDT 2021","","","","1851","100% (1/1)","0% (0/0)","0% (0/0)","http://54.173.234.186/DepthDuration/depth_discrimination_MTurk/DepthDiscrim_HTML.html#3","312710"
"3J94SKDELMHOQ1VD3JN0GNAL0YCD5K","3U5YKSQWQIXS3L9XB2HIM1BAJJ1BL2","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~20 minute experiment!","psychology, cognition","$2.50","Mon Jul 19 11:35:01 PDT 2021","1","BatchId:4507796;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 26 11:35:01 PDT 2021","","","32EYX73OY511YA2QCNVUH8FSARCURZ","A3F51C49T9A34D","Submitted","Mon Jul 19 11:39:22 PDT 2021","Mon Jul 19 12:29:51 PDT 2021","Thu Jul 22 12:29:51 PDT 2021","","","","3029","0% (0/0)","0% (0/0)","0% (0/0)","http://54.173.234.186/DepthDuration/depth_discrimination_MTurk/DepthDiscrim_HTML.html#4","404590"
"36FQTHX307JSXPAPB48160O1JH93BD","3U5YKSQWQIXS3L9XB2HIM1BAJJ1BL2","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~20 minute experiment!","psychology, cognition","$2.50","Mon Jul 19 11:35:01 PDT 2021","1","BatchId:4507796;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 26 11:35:01 PDT 2021","","","3FTF2T8WLWA8MEV9D6A98B0VPLOW9K","AVXEDARJC5HLU","Submitted","Mon Jul 19 12:35:47 PDT 2021","Mon Jul 19 13:33:02 PDT 2021","Thu Jul 22 13:33:02 PDT 2021","","","","3435","100% (2/2)","0% (0/0)","0% (0/0)","http://54.173.234.186/DepthDuration/depth_discrimination_MTurk/DepthDiscrim_HTML.html#4","247847"
"379OL9DBTW6APZSG25NV5OPO4I0Y93","3U5YKSQWQIXS3L9XB2HIM1BAJJ1BL2","Cognitive Psychology Survey of Natural Scenes Perception and Properties","Help us understand visual perception in natural scenes in this short ~20 minute experiment!","psychology, cognition","$2.50","Mon Jul 19 11:35:01 PDT 2021","1","BatchId:4507796;OriginalHitTemplateId:920937340;","3600","259200","Mon Jul 26 11:35:01 PDT 2021","","","3I02618YA5YGMXMBZVR5CDFD99OUP7","A2NC23YMQPXSYV","Submitted","Mon Jul 19 11:59:16 PDT 2021","Mon Jul 19 12:32:18 PDT 2021","Thu Jul 22 12:32:18 PDT 2021","","","","1982","0% (0/0)","0% (0/0)","0% (0/0)","http://54.173.234.186/DepthDuration/depth_discrimination_MTurk/DepthDiscrim_HTML.html#4","537465"